,af-en,am-en,ar-en,az-en,be-en,bg-en,bn-en,bs-en,ca-en,ceb-en,co-en,cs-en,cy-en,da-en,de-en,el-en,en-af,en-am,en-ar,en-az,en-be,en-bg,en-bn,en-bs,en-ca,en-ceb,en-co,en-cs,en-cy,en-da,en-de,en-el,en-eo,en-es,en-et,en-eu,en-fa,en-fi,en-fr,en-fy,en-ga,en-gd,en-gl,en-gu,en-ha,en-haw,en-hi,en-hmn,en-hr,en-ht,en-hu,en-hy,en-id,en-ig,en-is,en-it,en-iw,en-ja,en-jw,en-ka,en-kk,en-km,en-kn,en-ko,en-ku,en-ky,en-lb,en-lo,en-lt,en-lv,en-mg,en-mi,en-mk,en-ml,en-mn,en-mr,en-ms,en-mt,en-my,en-ne,en-nl,en-no,en-ny,en-pa,en-pl,en-ps,en-pt,en-ro,en-ru,en-sd,en-si,en-sk,en-sl,en-sm,en-sn,en-so,en-sq,en-sr,en-st,en-su,en-sv,en-sw,en-ta,en-te,en-tg,en-th,en-tl,en-tr,en-uk,en-ur,en-uz,en-vi,en-xh,en-yi,en-yo,en-zh,en-zu,eo-en,es-en,et-en,eu-en,fa-en,fi-en,fr-en,fy-en,ga-en,gd-en,gl-en,gu-en,ha-en,haw-en,hi-en,hmn-en,hr-en,ht-en,hu-en,hy-en,id-en,ig-en,is-en,it-en,iw-en,ja-en,jw-en,ka-en,kk-en,km-en,kn-en,ko-en,ku-en,ky-en,lb-en,lo-en,lt-en,lv-en,mg-en,mi-en,mk-en,ml-en,mn-en,mr-en,ms-en,mt-en,my-en,ne-en,nl-en,no-en,ny-en,pa-en,pl-en,ps-en,pt-en,ro-en,ru-en,sd-en,si-en,sk-en,sl-en,sm-en,sn-en,so-en,sq-en,sr-en,st-en,su-en,sv-en,sw-en,ta-en,te-en,tg-en,th-en,tl-en,tr-en,uk-en,ur-en,uz-en,vi-en,xh-en,yi-en,yo-en,zh-en,zu-en
mr-en,0.616949906,0.606478604,0.608054066,0.612492532,0.610022479,0.619271155,0.633734011,0.613379502,0.614659813,0.617623872,0.61319387,0.611495067,0.616313926,0.621040398,0.614746907,0.611889394,0.632431707,0.632426672,0.632415815,0.632424665,0.632425007,0.632426782,0.63242357,0.63242561,0.632423451,0.63242929,0.632430427,0.632428451,0.63242703,0.632425154,0.632431552,0.632425869,0.632426966,0.632427952,0.632422781,0.632427678,0.632419453,0.63242334,0.632428987,0.632425927,0.632422623,0.632424509,0.63242904,0.632422289,0.632422549,0.632431525,0.632412669,0.632430165,0.632429882,0.632421964,0.63242819,0.632432345,0.63242425,0.632421556,0.632420883,0.632430299,0.632420958,0.632416949,0.632426026,0.632426725,0.632418334,0.632419338,0.63241746,0.632414504,0.632424822,0.632422046,0.632424388,0.632420599,0.632427969,0.632426165,0.632423476,0.63242314,0.632420719,0.632419463,0.632422527,0.632427746,0.63242148,0.632422329,0.632421378,0.632416342,0.632426595,0.632430691,0.632425094,0.632423076,0.632425892,0.632421032,0.632434217,0.632428947,0.632424371,0.632421511,0.63242083,0.632427389,0.63242726,0.632430987,0.632423103,0.632424153,0.63242416,0.632426279,0.63242379,0.632429685,0.632428672,0.632419688,0.632420583,0.632418347,0.632417845,0.632417989,0.632426507,0.632423094,0.632424782,0.632418799,0.63241621,0.632423585,0.632423661,0.632426526,0.632420046,0.632419126,0.632426112,0.618599675,0.61731642,0.611305901,0.612117251,0.619059582,0.612054982,0.616283778,0.619955055,0.612414935,0.617635386,0.616385993,0.643997329,0.605441863,0.607108848,0.649402694,0.61036497,0.613857969,0.616737459,0.61275566,0.606438558,0.623297811,0.599180796,0.612489888,0.617374605,0.603281184,0.6188596,0.620786904,0.603979711,0.610097241,0.601213341,0.635937524,0.615901205,0.611423653,0.609244531,0.618963004,0.603204434,0.609814059,0.615059218,0.606789508,0.605508065,0.620208446,0.621742819,0.612130989,1,0.619571686,0.613048428,0.596064674,0.633925471,0.619311592,0.620073451,0.607459174,0.638224354,0.613070221,0.624730328,0.619736125,0.617450524,0.614062652,0.614289098,0.617310046,0.612338237,0.613260613,0.607416075,0.604704961,0.603240264,0.616792739,0.613069743,0.607172099,0.619720104,0.618442624,0.616009526,0.625788497,0.624320322,0.614887945,0.616484182,0.620574686,0.614683116,0.612766147,0.62165951,0.612039811,0.613688633,0.605332237,0.601594083,0.612814793,0.620750211,0.608038507
ms-en,0.634939059,0.613192332,0.618334926,0.627377647,0.621240369,0.62903952,0.625444852,0.628812312,0.628689453,0.639227939,0.626926978,0.625495586,0.6349753,0.63801299,0.627999526,0.628807564,0.651176565,0.651175192,0.651185208,0.65118164,0.651180302,0.651182072,0.651181904,0.651182371,0.651183503,0.651181965,0.651185924,0.651184982,0.651185447,0.651179607,0.651183266,0.651183503,0.65117877,0.651182865,0.651185859,0.651190649,0.651184349,0.651181599,0.65118319,0.651186371,0.651186574,0.651183337,0.651179914,0.651182794,0.651188248,0.651183493,0.651178167,0.651182164,0.651180762,0.651183414,0.65118201,0.651183794,0.651184393,0.65118008,0.651181974,0.651186969,0.65119159,0.651175314,0.651193755,0.651188945,0.65117884,0.651181504,0.651179207,0.651181309,0.651184983,0.651184153,0.651188889,0.651179661,0.651184725,0.651180022,0.651179564,0.651179681,0.651177089,0.651178354,0.651179996,0.651178521,0.651186344,0.651185442,0.651179285,0.651177064,0.651187902,0.651183025,0.651179727,0.651176868,0.651186069,0.651184206,0.65117971,0.651187284,0.651182707,0.651178464,0.65117549,0.65117963,0.651183835,0.651174649,0.651178593,0.651188781,0.651182984,0.651184557,0.651185796,0.651186992,0.65118212,0.651183899,0.651179739,0.651177865,0.651181609,0.651176281,0.651182183,0.651187412,0.651179077,0.651178972,0.651183898,0.651186239,0.651178758,0.651185021,0.651185257,0.651179358,0.651182621,0.635429559,0.631027165,0.625497649,0.628439986,0.629193818,0.62621497,0.62978733,0.638506153,0.629599123,0.639872028,0.629333499,0.628475696,0.62672184,0.639064286,0.625017308,0.642185026,0.628414375,0.635766824,0.625563199,0.626930291,0.781209797,0.623699568,0.628125407,0.630756424,0.618590227,0.627883666,0.668231112,0.624619826,0.621320827,0.613920178,0.627119957,0.631318749,0.63229958,0.6221471,0.633955489,0.639258487,0.621529405,0.627893634,0.629495008,0.63187526,0.62663375,0.617511743,0.624416261,0.619571686,1,0.626814622,0.626746126,0.622243353,0.634770978,0.637691382,0.629120779,0.626601833,0.628042445,0.629488214,0.634904303,0.632170286,0.621625392,0.618437062,0.619096898,0.624149461,0.62797084,0.635252826,0.619176258,0.617133889,0.635898153,0.630071866,0.631719713,0.665406161,0.634923358,0.635228967,0.624444878,0.624175799,0.627925314,0.638188845,0.64127769,0.629248108,0.621474175,0.620656251,0.623847069,0.640133111,0.614288884,0.619350773,0.641062961,0.631464468,0.619447263
mt-en,0.625318007,0.610502689,0.612722402,0.61944765,0.615207584,0.624915908,0.619872264,0.623168977,0.627422152,0.629089997,0.630599132,0.620059545,0.628828359,0.632506801,0.622609288,0.624928578,0.647894582,0.647894394,0.647900377,0.647900701,0.647903571,0.647891592,0.647894093,0.647893305,0.647897131,0.647894868,0.647895333,0.647901849,0.647890992,0.647896814,0.647900002,0.647894907,0.647901284,0.64789713,0.647896519,0.647899716,0.647900864,0.647898742,0.64789326,0.647899007,0.647893354,0.647893698,0.647903277,0.647897467,0.64790322,0.647895375,0.647895269,0.647897171,0.64789895,0.647895969,0.647897135,0.647895398,0.647898183,0.647895401,0.647893886,0.647899011,0.64789924,0.647887958,0.647898787,0.647894946,0.647895032,0.647895592,0.647897218,0.647890296,0.647903707,0.647892549,0.647900935,0.64789912,0.647900573,0.647896818,0.647895703,0.647894362,0.647897857,0.647896977,0.647898074,0.647891871,0.647896162,0.647895252,0.647896343,0.647896509,0.647900377,0.647898838,0.647901383,0.647892633,0.647905455,0.647895895,0.647900757,0.647893451,0.647895001,0.647898281,0.64789895,0.647904568,0.647900621,0.647893973,0.647894314,0.647899372,0.647900429,0.647893915,0.647892253,0.647902056,0.647899828,0.647895533,0.647900867,0.647897674,0.647896016,0.647898518,0.647894414,0.647895026,0.647897453,0.647897995,0.647897476,0.647888327,0.647897516,0.647893215,0.647896496,0.647890626,0.647893466,0.630169383,0.628236858,0.619026192,0.621535666,0.620793551,0.619923102,0.62598296,0.633686407,0.624515401,0.631263421,0.629078927,0.622749153,0.617842975,0.62524286,0.619036275,0.627568916,0.623041559,0.629978219,0.619752007,0.619441395,0.632910882,0.613153802,0.621546702,0.632777929,0.614307705,0.618185642,0.629076485,0.618348179,0.61428046,0.606780041,0.62082286,0.621088363,0.622400635,0.613867376,0.630748744,0.624438412,0.616563836,0.620138093,0.618718619,0.619635803,0.624877441,0.611887794,0.615030681,0.613048428,0.626814622,1,0.616515789,0.617770077,0.62811973,0.631193192,0.619259086,0.623516234,0.621719725,0.623292853,0.6324078,0.629320872,0.616500274,0.611715716,0.611565207,0.619611394,0.620737297,0.621569303,0.61459908,0.612001011,0.632100077,0.625100543,0.621289415,0.629727728,0.62761688,0.626856909,0.617294771,0.617782542,0.620138085,0.623143011,0.632406382,0.621749023,0.616643647,0.615262328,0.61600012,0.625573913,0.611982846,0.613429998,0.630084359,0.620700271,0.617453299
my-en,0.623332066,0.593004339,0.610195778,0.62183444,0.616514081,0.621866904,0.584190512,0.615980849,0.618371453,0.629130524,0.61704167,0.617776397,0.623975015,0.624582611,0.618293394,0.631969801,0.630256133,0.630260405,0.630257939,0.630260415,0.630256662,0.630257212,0.630260439,0.630265496,0.630259102,0.63025931,0.630252224,0.630262081,0.630255302,0.630266451,0.630258865,0.630256101,0.630259709,0.630261653,0.630262247,0.630254978,0.630255022,0.630262663,0.630262516,0.630255057,0.630249295,0.63026032,0.630256841,0.630261345,0.630258193,0.63025726,0.630257681,0.630258885,0.630262201,0.630252806,0.630261836,0.630259334,0.630260853,0.63025642,0.630249411,0.630258114,0.630256882,0.630258791,0.630254976,0.630258884,0.630253769,0.630256263,0.630257878,0.630261357,0.630257667,0.630263085,0.630258275,0.630249012,0.63025837,0.630266223,0.630259839,0.63025382,0.630256996,0.630260061,0.630251834,0.630262389,0.630255512,0.630248553,0.630264799,0.630262502,0.63025993,0.630262654,0.63026106,0.630263723,0.630258331,0.630260942,0.630263137,0.630261905,0.630257642,0.630262296,0.630263372,0.630261036,0.630262628,0.630260914,0.630256998,0.630254582,0.630255154,0.630267951,0.630255632,0.630252125,0.630260719,0.630247094,0.630264429,0.630257627,0.630256294,0.63025784,0.63025668,0.630263857,0.630255663,0.630255977,0.630265143,0.630255477,0.630256004,0.630254319,0.630250268,0.630262519,0.630249363,0.619988994,0.618735368,0.615571098,0.620443433,0.625734814,0.614955368,0.618418471,0.624923719,0.621661663,0.635233124,0.616966193,0.59850934,0.620787513,0.647062354,0.609511206,0.644849516,0.616203,0.625229838,0.617387929,0.630194526,0.629722182,0.625320529,0.621078199,0.619627577,0.606395349,0.628575241,0.628251494,0.634088391,0.620053615,0.56848461,0.59651986,0.640419241,0.623000266,0.620300183,0.621891613,0.670285258,0.608516203,0.618325002,0.622880437,0.629523836,0.616592861,0.578042881,0.624700834,0.596064674,0.626746126,0.616515789,1,0.616083942,0.623974913,0.624929856,0.622466695,0.595559904,0.618722205,0.609588952,0.620220198,0.619302336,0.613787934,0.589799153,0.582145133,0.61486381,0.617168333,0.639473015,0.614831956,0.608544863,0.621811417,0.629914519,0.62890153,0.629666335,0.621784203,0.623360646,0.593346412,0.604241511,0.626791964,0.653086609,0.628558344,0.619892573,0.614332306,0.603382702,0.616627685,0.639924508,0.604135912,0.621967323,0.63974566,0.624703801,0.61231297
ne-en,0.617739261,0.611407574,0.611278735,0.614738871,0.612347681,0.622142902,0.631732825,0.616737387,0.616424558,0.6208456,0.616990191,0.614405243,0.62060123,0.624219142,0.615847659,0.615863938,0.638540547,0.638544942,0.638541437,0.638539193,0.638539988,0.638542416,0.638542818,0.638548073,0.638543442,0.638541785,0.638538253,0.63854547,0.638539779,0.638539098,0.638542163,0.638541043,0.638548727,0.638546387,0.63854036,0.638538551,0.638543465,0.638542216,0.638538335,0.638541493,0.63854223,0.638540785,0.638539711,0.638538126,0.638535977,0.63854496,0.63854235,0.638541722,0.638544908,0.638537979,0.638540205,0.638540402,0.638543211,0.638540957,0.638541187,0.638544482,0.638541507,0.638545685,0.638540879,0.638542736,0.638536381,0.638545926,0.638545999,0.638539564,0.638543406,0.638537316,0.638542104,0.638547044,0.638543928,0.638544793,0.638542315,0.638548683,0.638534755,0.638547508,0.638541325,0.638545144,0.63853891,0.638543264,0.638545893,0.638542181,0.63854277,0.638542875,0.63854217,0.638547998,0.638544747,0.638544397,0.638536278,0.638544067,0.63854319,0.638532742,0.638545358,0.638543276,0.638541989,0.638542717,0.638551341,0.638542424,0.638542502,0.638541252,0.638540434,0.638538528,0.638540512,0.638542803,0.638547981,0.638545587,0.638535779,0.638545111,0.638541519,0.638538102,0.63854166,0.638539114,0.638538384,0.63854544,0.63854448,0.638545858,0.638542907,0.638545875,0.638547627,0.620944931,0.618461275,0.613941027,0.614019649,0.622421777,0.614368022,0.619534142,0.623780265,0.615702156,0.624203186,0.619499325,0.638108577,0.610711545,0.617246537,0.652659875,0.620469031,0.616361434,0.621995868,0.614159276,0.614652785,0.624857112,0.606120937,0.617066934,0.618414483,0.609313632,0.622449469,0.622110827,0.614848498,0.61232869,0.60332471,0.627447851,0.622311459,0.616610746,0.613631421,0.621816999,0.617783725,0.611230744,0.616977025,0.611616599,0.614174198,0.620806635,0.614400409,0.614078361,0.633925471,0.622243353,0.617770077,0.616083942,1,0.620448552,0.624845772,0.612126616,0.63491566,0.614625094,0.629055909,0.623211037,0.618956651,0.614436802,0.617017048,0.611950215,0.613717984,0.615411632,0.613911218,0.608482557,0.607392926,0.619985935,0.61821477,0.613237203,0.623102833,0.620261214,0.618610854,0.61962544,0.625922941,0.617127985,0.624450842,0.624629929,0.616515874,0.615159409,0.621867921,0.612438533,0.620679068,0.607313616,0.609557681,0.622049872,0.624862947,0.611121727
nl-en,0.733067643,0.611489673,0.61707802,0.625818887,0.623573813,0.632872412,0.62478944,0.632038333,0.633508131,0.634024122,0.632701291,0.630147517,0.634394815,0.653517645,0.644333599,0.630937649,0.658213548,0.658215377,0.658216828,0.658220268,0.658217382,0.658218993,0.658218113,0.658224838,0.658217608,0.658218138,0.65821218,0.658219185,0.658211749,0.658221525,0.658225475,0.658225139,0.658214685,0.65821781,0.658227652,0.658213323,0.658224925,0.658226465,0.65821804,0.658215426,0.658209805,0.658216635,0.658214141,0.658222766,0.658222041,0.658223126,0.658221962,0.658220159,0.658221341,0.658213033,0.658218337,0.658222716,0.658217536,0.658211693,0.658221834,0.6582201,0.658218517,0.658221248,0.658213462,0.658220782,0.658223101,0.658221363,0.658214164,0.658230606,0.65821458,0.658220701,0.65821981,0.658219616,0.658227666,0.658224105,0.65821681,0.658217722,0.658215996,0.658220178,0.658220439,0.658226638,0.658217247,0.658206839,0.658217953,0.658218643,0.658220479,0.658223743,0.658219241,0.658219617,0.65822103,0.658225091,0.658220439,0.658217436,0.658227392,0.658224438,0.658218192,0.65821294,0.658221832,0.658217898,0.658216533,0.658220597,0.658211468,0.658221163,0.658214692,0.658218655,0.65822955,0.65821358,0.65822543,0.658226329,0.658221418,0.658230726,0.658217674,0.658221924,0.65822782,0.658222574,0.658223139,0.658217926,0.658214627,0.658215891,0.658215284,0.65822361,0.658213815,0.63825591,0.636535983,0.629213316,0.629244637,0.628288816,0.630109766,0.637203183,0.673544842,0.628389062,0.636923928,0.634872651,0.62725966,0.621224193,0.633867868,0.624735672,0.634137624,0.631545076,0.634204885,0.629960204,0.627020132,0.640807223,0.618781841,0.632308783,0.638045234,0.619551789,0.627421558,0.638540721,0.62406626,0.621657749,0.611320189,0.626239984,0.62922142,0.627221268,0.62014122,0.646179161,0.634083169,0.623202449,0.629776942,0.626106863,0.626301824,0.630213354,0.614683702,0.623439394,0.619311592,0.634770978,0.62811973,0.623974913,0.620448552,1,0.649903402,0.625523824,0.626078345,0.632994594,0.627900148,0.640007433,0.636708146,0.624537974,0.616401565,0.616465443,0.62870042,0.631458457,0.628316147,0.616807316,0.614353042,0.63538919,0.633054242,0.627947905,0.637226047,0.647297949,0.627725662,0.624195251,0.621898039,0.626025174,0.633732544,0.63614435,0.628377706,0.62371853,0.619727218,0.624335432,0.632636177,0.611931072,0.62235376,0.634892881,0.628795716,0.618138335
no-en,0.646756516,0.614356469,0.61938607,0.626954887,0.623050633,0.633305499,0.62740429,0.635065383,0.634116851,0.637111862,0.633931222,0.63150752,0.637854268,0.716219257,0.642336903,0.632547237,0.664122687,0.66412175,0.664123601,0.66412245,0.664128167,0.664128716,0.664123709,0.66411904,0.664118868,0.664125468,0.664115007,0.664129008,0.664119358,0.664125418,0.664130928,0.664128754,0.664116429,0.664121873,0.664122717,0.664117546,0.664125169,0.664125013,0.6641229,0.664119621,0.664119341,0.664119704,0.664120081,0.664123426,0.66411738,0.66412304,0.664121706,0.664124338,0.664117873,0.664121618,0.664121395,0.664119609,0.664122912,0.664118254,0.66411558,0.664127906,0.664122153,0.66412274,0.664120557,0.664120515,0.664121901,0.664113406,0.664129043,0.664122416,0.664121985,0.664120158,0.664122194,0.664127461,0.664130235,0.664125466,0.664118364,0.664118129,0.664116034,0.664129678,0.664129098,0.664128226,0.664115184,0.664130352,0.664120736,0.664122448,0.664128731,0.664125198,0.664118025,0.664122988,0.664131772,0.664123409,0.664125745,0.664121748,0.664128992,0.664126604,0.664118564,0.664127941,0.664126543,0.664121477,0.664116469,0.664120431,0.66411781,0.664117453,0.664128606,0.664121372,0.664131352,0.664123446,0.66412647,0.664127501,0.664123123,0.664119879,0.664131499,0.664124201,0.664129666,0.664127641,0.664126054,0.664118179,0.664122752,0.664128329,0.664121485,0.664125809,0.664126327,0.642651071,0.637259453,0.632369126,0.631421125,0.629357534,0.63384831,0.638129208,0.655321801,0.630827974,0.639751089,0.636470947,0.627747988,0.623848971,0.636325731,0.627088573,0.638924621,0.634830384,0.639298232,0.630930324,0.628405313,0.644472101,0.620980364,0.640030999,0.638234336,0.620933752,0.628377002,0.641280266,0.625500709,0.623376297,0.61224276,0.62800145,0.630109927,0.631395804,0.621256034,0.647932189,0.636949274,0.626338924,0.63236525,0.628334281,0.629169917,0.632768397,0.618587127,0.624403016,0.620073451,0.637691382,0.631193192,0.624929856,0.624845772,0.649903402,1,0.627138799,0.62801157,0.633565097,0.630469068,0.642127742,0.638038844,0.624967869,0.618876464,0.618644809,0.629978582,0.634175111,0.632435571,0.619464276,0.617093681,0.640473325,0.635590755,0.630146397,0.640671845,0.680438042,0.63145879,0.625345094,0.624262886,0.628454657,0.63583189,0.639278482,0.62960056,0.625653555,0.62224697,0.625236875,0.637650659,0.61451701,0.623337812,0.639081557,0.63077229,0.61981619
ny-en,0.625022509,0.606743626,0.610436017,0.619294556,0.615294758,0.618644981,0.611420159,0.61975096,0.620209956,0.631783672,0.620630851,0.618002389,0.628233408,0.626549676,0.62027213,0.622399876,0.63693292,0.636933837,0.636928078,0.636934074,0.636935286,0.636938995,0.636932933,0.636937619,0.63693791,0.636931699,0.636938253,0.636926172,0.636929091,0.636939546,0.636932324,0.636935179,0.636932064,0.636933785,0.636939482,0.636937879,0.636931965,0.636934843,0.636936476,0.636941923,0.636931461,0.636934596,0.636936813,0.636930736,0.636934201,0.636935279,0.636930618,0.636934314,0.636933145,0.636927553,0.636929085,0.636937699,0.636927146,0.636932709,0.636932612,0.636939762,0.636935582,0.636929272,0.63692827,0.63693563,0.636936357,0.63693746,0.636930461,0.636926621,0.636936355,0.636938388,0.636933442,0.636933831,0.636936146,0.636938308,0.636934277,0.636933945,0.63693719,0.636932888,0.636935511,0.636932735,0.636932181,0.63693757,0.636936358,0.636931229,0.636938228,0.636940532,0.636931661,0.636924726,0.636931803,0.636936267,0.636932596,0.636937717,0.636934854,0.636932813,0.636933154,0.636929908,0.636937362,0.636933135,0.636932342,0.636938403,0.63693852,0.636938275,0.636935067,0.636935016,0.636933227,0.636935635,0.636929918,0.636925629,0.636937072,0.636932039,0.636931398,0.636926483,0.636932366,0.636933099,0.636935471,0.636930716,0.636935132,0.636935431,0.63693109,0.636926584,0.636929573,0.624701279,0.622097719,0.618204821,0.620798818,0.620470314,0.619138551,0.621298952,0.629244843,0.624051891,0.634281627,0.622187831,0.6155063,0.624808711,0.640298456,0.61273796,0.640062784,0.61955447,0.624893372,0.619176858,0.62030284,0.630884779,0.625725565,0.622815958,0.622381866,0.610071189,0.617581864,0.631396983,0.61957121,0.615024621,0.60067459,0.616952317,0.622207999,0.625300771,0.615911455,0.62431134,0.638525563,0.613915489,0.61919961,0.627044882,0.632019491,0.617239691,0.608742466,0.616710252,0.607459174,0.629120779,0.619259086,0.622466695,0.612126616,0.625523824,0.627138799,1,0.617439879,0.620294518,0.616810618,0.625245846,0.622933139,0.614477084,0.60738142,0.608701768,0.617528908,0.619404209,0.635291192,0.62255005,0.614864067,0.625645965,0.624047207,0.633857722,0.632682709,0.624171583,0.632055122,0.613265563,0.614626436,0.621689965,0.627565663,0.632472365,0.621024592,0.615192317,0.608883892,0.616573687,0.630903828,0.612765941,0.612228812,0.638715228,0.620632127,0.620425408
pa-en,0.624276251,0.57625047,0.615033219,0.620716718,0.620346425,0.629967645,0.601147167,0.620370941,0.618943736,0.62602169,0.62115026,0.619516276,0.625169437,0.630098098,0.6211132,0.624034305,0.640612924,0.640609737,0.640605704,0.640611596,0.640614514,0.640613617,0.640615673,0.640611448,0.640598014,0.640612582,0.640619508,0.640606593,0.640603275,0.640605748,0.640606842,0.640608124,0.640603518,0.640597712,0.64061477,0.640604561,0.640602285,0.640604732,0.640607415,0.640621497,0.640602269,0.64060099,0.640611567,0.640614098,0.640612695,0.640614949,0.640610363,0.640606575,0.640601839,0.640605221,0.640607091,0.640614366,0.64061301,0.64060831,0.640603091,0.640603944,0.640612993,0.640607513,0.640620162,0.640614705,0.640618324,0.640612596,0.640611008,0.640606747,0.640607224,0.640625255,0.640606503,0.64060475,0.640610559,0.640611347,0.640612791,0.640610238,0.640605715,0.640610173,0.640611611,0.640617865,0.640611097,0.640608677,0.640612459,0.640618208,0.64060739,0.640603393,0.640612705,0.640617843,0.64061229,0.640607881,0.640606845,0.640606076,0.640621969,0.640613196,0.640609872,0.64060548,0.640602615,0.640607563,0.640609763,0.640600447,0.640606069,0.640609931,0.640608271,0.640608621,0.640603391,0.640605031,0.640602698,0.64060473,0.640616821,0.640606155,0.640606352,0.64060494,0.640615332,0.640610216,0.640609961,0.640603467,0.64060848,0.640608484,0.640609466,0.640609963,0.640608433,0.627305646,0.622884252,0.618694965,0.618701904,0.631661237,0.618879908,0.623315357,0.629485387,0.623225189,0.627885545,0.623526988,0.596987661,0.616351303,0.618463002,0.658128934,0.625546593,0.619442679,0.624769186,0.618013221,0.615345079,0.629151157,0.609147725,0.621969795,0.625014773,0.612384994,0.623557304,0.625805301,0.606328071,0.61823351,0.541010172,0.582182718,0.627034052,0.624605876,0.61990165,0.626516668,0.615871085,0.616099446,0.623305495,0.617365504,0.616238339,0.631356489,0.57376135,0.619841271,0.638224354,0.626601833,0.623516234,0.595559904,0.63491566,0.626078345,0.62801157,0.617439879,1,0.620594342,0.64188554,0.628267675,0.624220832,0.620774,0.625181291,0.569739451,0.618735437,0.619894501,0.61960768,0.61066694,0.612843789,0.628540217,0.624940984,0.616238896,0.628354182,0.626533678,0.627016156,0.580312572,0.599432947,0.629261843,0.621688295,0.628978011,0.62162423,0.623322866,0.640238953,0.61804125,0.623850532,0.609224314,0.608005432,0.627873054,0.627972386,0.615048047
pl-en,0.630120947,0.607696196,0.614884501,0.622883527,0.624753888,0.631653189,0.617536688,0.634188241,0.627549326,0.626509252,0.62448922,0.634953722,0.626570906,0.634575851,0.627132383,0.626324419,0.638189597,0.638186419,0.63819505,0.638188422,0.638190019,0.63819039,0.638185722,0.638195975,0.638180648,0.638187124,0.638187143,0.638192283,0.638190972,0.638185645,0.638188412,0.638191076,0.638185164,0.638182765,0.638181603,0.638187113,0.638186895,0.638186169,0.638182476,0.638191993,0.638185735,0.638192962,0.638183071,0.63819043,0.63819145,0.6381971,0.638179076,0.638183887,0.638193971,0.6381863,0.638184106,0.638189685,0.638187116,0.638184542,0.638191695,0.638178732,0.638191485,0.638189359,0.638193285,0.638188301,0.638193644,0.638187261,0.638185773,0.638187799,0.638192314,0.638194497,0.638191639,0.638184461,0.638186888,0.638184614,0.63818584,0.638192691,0.638188574,0.638185318,0.638190426,0.638188839,0.638186985,0.638180928,0.638184894,0.638180084,0.638189517,0.638192906,0.638188128,0.638189604,0.638193384,0.638191763,0.638184879,0.638185683,0.638191031,0.638192878,0.638187353,0.638190503,0.638191639,0.638195095,0.638186234,0.638185651,0.638188108,0.638196536,0.63819237,0.638188269,0.638191602,0.638179924,0.638186431,0.63819069,0.638192411,0.638189214,0.638189411,0.638192956,0.638191998,0.638187213,0.638193876,0.63819181,0.638191295,0.638184807,0.638194828,0.638187793,0.638190727,0.631732728,0.630018861,0.626327064,0.625499187,0.624091384,0.625027322,0.628511442,0.633748574,0.623499325,0.629745559,0.62971166,0.620214064,0.617188474,0.628538763,0.618408959,0.628303125,0.633912225,0.627540245,0.625414333,0.624727454,0.632364361,0.614529322,0.624403023,0.630447628,0.616399864,0.622260287,0.631539406,0.622923899,0.62018485,0.604729203,0.619109667,0.625391742,0.6235341,0.618472507,0.629335428,0.630195081,0.624692661,0.628195892,0.62066328,0.621304676,0.627663806,0.610350496,0.620555777,0.613070221,0.628042445,0.621719725,0.618722205,0.614625094,0.632994594,0.633565097,0.620294518,0.620594342,1,0.622096913,0.631228467,0.632498762,0.625617926,0.612212268,0.612421073,0.634452371,0.633361389,0.623026181,0.612504482,0.610772441,0.63063929,0.633828417,0.621565366,0.629888848,0.632384383,0.624081766,0.618910671,0.617260696,0.623566659,0.629159856,0.628541019,0.6230931,0.626929918,0.614907843,0.62152623,0.628657902,0.609223774,0.617493619,0.628645846,0.624200642,0.61331303
